fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR Fund US Value,new_allocation,22,KYOSEIL AM | FRANCE | AM company / Independant,KYOSEIL AM,FRANCE,AM company / Independant,67.76,0.0,40541.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund US Value,new_allocation,23,LA FINANCIERE DE L'ECHIQUIER / FUND CHANNEL | FRANCE | AM company / Fund of Funds,LA FINANCIERE DE L'ECHIQUIER / FUND CHANNEL,FRANCE,AM company / Fund of Funds,67.7,0.0,5757153.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,24,UBS AG - CUSTODIAN | SWITZERLAND | Bank / Retail,UBS AG - CUSTODIAN,SWITZERLAND,Bank / Retail,67.46,-177397.0,17228348.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Fund US Value,new_allocation,25,BANQUE DE LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE DE LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,67.41,0.0,2306990.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,1,GENERALI VIE (DISTRIBUTION) | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION),FRANCE,Insurance Company / Unit Link,76.47,22101631.0,309114994.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,2,GENERALI VIE (CGPI) | FRANCE | Insurance Company / Unit Link,GENERALI VIE (CGPI),FRANCE,Insurance Company / Unit Link,75.18,14734420.0,206051624.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,3,AXA FRANCE (CGPI) / MFEX | FRANCE | Insurance Company / Unit Link,AXA FRANCE (CGPI) / MFEX,FRANCE,Insurance Company / Unit Link,74.45,10395354.0,127906362.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,4,VIE PLUS | FRANCE | Insurance Company / Unit Link,VIE PLUS,FRANCE,Insurance Company / Unit Link,74.28,11955165.0,142008388.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,5,EZFUNDS SECURITIES INVESTMENT CONSULTING ENTERPRISE | TAIWAN | Independant Financial Advisor,EZFUNDS SECURITIES INVESTMENT CONSULTING ENTERPRISE,TAIWAN,Independant Financial Advisor,73.45,635092.0,828593.0,large installed holding in the target fund,target fund already matters within this relationship,fund already shows product-market fit in this country
EdR Goldsphere,defend,6,APICIL LIFE SA | FRANCE | Insurance Company / Unit Link,APICIL LIFE SA,FRANCE,Insurance Company / Unit Link,73.18,5673704.0,38841403.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,7,SPIRICA / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,SPIRICA / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,73.0,6216537.0,77392864.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,8,BOURSORAMA | FRANCE | Bank / Online Broker,BOURSORAMA,FRANCE,Bank / Online Broker,72.79,4895426.0,30909499.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,9,CARDIF ASSURANCE VIE (UC) / ALLFUNDS | FRANCE | Insurance Company / Unit Link,CARDIF ASSURANCE VIE (UC) / ALLFUNDS,FRANCE,Insurance Company / Unit Link,72.53,6358004.0,113877129.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,10,ARCA VITA SPA / ALLFUNDS | ITALY | Insurance Company / Unit Link,ARCA VITA SPA / ALLFUNDS,ITALY,Insurance Company / Unit Link,72.45,1029245.0,1029245.0,large installed holding in the target fund,target fund already matters within this relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,11,ARKEA DIRECT BANK / FORTUNEO | FRANCE | Bank / Online Broker,ARKEA DIRECT BANK / FORTUNEO,FRANCE,Bank / Online Broker,72.11,2717610.0,9739357.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,12,AXA FRANCE (GESTION PRIVEE) Int / MFEX | FRANCE | Insurance Company / Unit Link,AXA FRANCE (GESTION PRIVEE) Int / MFEX,FRANCE,Insurance Company / Unit Link,71.19,2753172.0,18456233.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,13,CYBÈLE ASSET MANAGEMENT | FRANCE | AM company / Independant,CYBÈLE ASSET MANAGEMENT,FRANCE,AM company / Independant,71.17,185932.0,185932.0,large installed holding in the target fund,target fund already matters within this relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,14,CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS | FRANCE | Insurance Company / Unit Link,CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS,FRANCE,Insurance Company / Unit Link,71.02,3576377.0,64055885.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,15,TAIWAN LIFE INSURANCE CO. LTD. | TAIWAN | Insurance Company / Unit Link,TAIWAN LIFE INSURANCE CO. LTD.,TAIWAN,Insurance Company / Unit Link,70.7,1131094.0,3027465.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR Goldsphere,defend,16,ABN AMRO BANK N.V. - BELGIUM / FUND CHANNEL | BELGIUM | Bank / Retail,ABN AMRO BANK N.V. - BELGIUM / FUND CHANNEL,BELGIUM,Bank / Retail,70.24,624561.0,692546.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Goldsphere,defend,17,SUNNY ASSET MANAGEMENT | FRANCE | AM company / Independant,SUNNY ASSET MANAGEMENT,FRANCE,AM company / Independant,69.99,1872902.0,4034177.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,18,SURAVENIR DISTRIBUTION | FRANCE | Insurance Company / Unit Link,SURAVENIR DISTRIBUTION,FRANCE,Insurance Company / Unit Link,69.8,2706391.0,195020622.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,19,GENERALI LUXEMBOURG / ALLFUNDS | LUXEMBOURG | Insurance Company / Unit Link,GENERALI LUXEMBOURG / ALLFUNDS,LUXEMBOURG,Insurance Company / Unit Link,69.74,2305677.0,15095610.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,20,SAXO BANK A/S / ALLFUNDS INTERN | DENMARK | Bank / Online Broker,SAXO BANK A/S / ALLFUNDS INTERN,DENMARK,Bank / Online Broker,69.63,282859.0,768158.0,large installed holding in the target fund,fund already shows product-market fit in this country,large existing EdRAM relationship
EdR Goldsphere,defend,21,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS | FRANCE | Insurance Company / Unit Link,AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,FRANCE,Insurance Company / Unit Link,69.29,1787897.0,46599244.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,22,ARGENTA SPAARBANK - BELGIQUE | BELGIUM | Bank / Retail,ARGENTA SPAARBANK - BELGIQUE,BELGIUM,Bank / Retail,67.92,5329790.0,15572652.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,23,LA MONDIALE PARTENAIRE SA / Déposé EDRF | FRANCE | Insurance Company / Unit Link,LA MONDIALE PARTENAIRE SA / Déposé EDRF,FRANCE,Insurance Company / Unit Link,67.79,1177984.0,32025714.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,defend,24,SELENCIA / RETAIL | FRANCE | Insurance Company / Unit Link,SELENCIA / RETAIL,FRANCE,Insurance Company / Unit Link,67.46,1176461.0,28038552.0,large installed holding in the target fund,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,defend,25,LA MONDIALE EUROPARTNER (ex LA HENIN VIE ET LA MONDIALE LUX) | LUXEMBOURG | Insurance Company / Unit Link,LA MONDIALE EUROPARTNER (ex LA HENIN VIE ET LA MONDIALE LUX),LUXEMBOURG,Insurance Company / Unit Link,67.27,1012334.0,58295054.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Goldsphere,cross_sell,1,UNICREDIT BANK GMBH | GERMANY | Bank / Retail,UNICREDIT BANK GMBH,GERMANY,Bank / Retail,39.94,-4637.0,418813.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Goldsphere,cross_sell,2,CAISSE D'EPARGNE AQ. POIT. CHARENTES / NO REBATES | FRANCE | Bank / Retail,CAISSE D'EPARGNE AQ. POIT. CHARENTES / NO REBATES,FRANCE,Bank / Retail,38.05,0.0,13348.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Goldsphere,cross_sell,3,NATIXIS CAPITAL MARKET | FRANCE | Bank / Private Banking,NATIXIS CAPITAL MARKET,FRANCE,Bank / Private Banking,37.82,-79396.0,-71801.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,fund already shows product-market fit in this country
EdR Goldsphere,cross_sell,4,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE - NO REBATE | FRANCE | Bank / Retail,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE - NO REBATE,FRANCE,Bank / Retail,36.6,0.0,2738.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR Goldsphere,cross_sell,5,C-QUADRAT ASSET MANAGEMENT FRANCE | FRANCE | AM company / Fund of Funds,C-QUADRAT ASSET MANAGEMENT FRANCE,FRANCE,AM company / Fund of Funds,33.6,0.0,135628.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,cross_sell,6,BANQUE DEGROOF PETERCAM BELGIUM (CUSTODIAN) | BELGIUM | Bank / Private Banking,BANQUE DEGROOF PETERCAM BELGIUM (CUSTODIAN),BELGIUM,Bank / Private Banking,32.43,0.0,63124.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Goldsphere,cross_sell,7,CARPA GESTORA DE RECURSOS LTDA. / BRADESCO / ALLFUND INTERN | BRAZIL | AM company / Fund of Funds,CARPA GESTORA DE RECURSOS LTDA. / BRADESCO / ALLFUND INTERN,BRAZIL,AM company / Fund of Funds,31.57,0.0,3575244.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Goldsphere,cross_sell,8,CREDIT COMMERCIAL DU SUD-OUEST | FRANCE | Bank / Retail,CREDIT COMMERCIAL DU SUD-OUEST,FRANCE,Bank / Retail,31.4,0.0,520380.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Goldsphere,cross_sell,9,CAISSE D'EPARGNE LOIRE DROME ARDECHE (Fonds Propres) | FRANCE | Bank / Own Account,CAISSE D'EPARGNE LOIRE DROME ARDECHE (Fonds Propres),FRANCE,Bank / Own Account,30.09,0.0,8089.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Goldsphere,cross_sell,10,MERRILL LYNCH FRANCE | UNITED KINGDOM | Bank / Private Banking,MERRILL LYNCH FRANCE,UNITED KINGDOM,Bank / Private Banking,29.3,0.0,95589.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Goldsphere,cross_sell,11,CIC - OUEST | FRANCE | Bank / Retail,CIC - OUEST,FRANCE,Bank / Retail,27.41,0.0,194673.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Goldsphere,cross_sell,12,VAN LANSCHOT N.V. | NETHERLANDS | Bank / Private Banking,VAN LANSCHOT N.V.,NETHERLANDS,Bank / Private Banking,26.67,0.0,5453.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Goldsphere,cross_sell,13,CAISSE D'EPARGNE MIDI PYRENEES (Fonds Propres) | FRANCE | Bank / Own Account,CAISSE D'EPARGNE MIDI PYRENEES (Fonds Propres),FRANCE,Bank / Own Account,25.71,0.0,86952.0,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund
EdR Goldsphere,cross_sell,14,CIC - OUEST / without rebate | FRANCE | Bank / Retail,CIC - OUEST / without rebate,FRANCE,Bank / Retail,25.16,0.0,81733.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,15,CREDIT MUTUEL MAINE ANJOU ET BASSE NORMANDIE / No rebate | FRANCE | Bank / Retail,CREDIT MUTUEL MAINE ANJOU ET BASSE NORMANDIE / No rebate,FRANCE,Bank / Retail,24.53,0.0,7800.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,16,ASSURANCES DU CREDIT MUTUEL - ACM | FRANCE | Insurance Company / Unit Link,ASSURANCES DU CREDIT MUTUEL - ACM,FRANCE,Insurance Company / Unit Link,23.24,0.0,66806016.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Goldsphere,cross_sell,17,CAISSE D'EPARGNE BRETAGNE PAYS LOIRE (Distribution) | FRANCE | Bank / Retail,CAISSE D'EPARGNE BRETAGNE PAYS LOIRE (Distribution),FRANCE,Bank / Retail,22.92,0.0,474144.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,18,CIC - SUD EST (Lyonnaise de Banque) | FRANCE | Bank / Retail,CIC - SUD EST (Lyonnaise de Banque),FRANCE,Bank / Retail,22.78,0.0,470492.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,19,CRCAM LANGUEDOC (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM LANGUEDOC (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,22.45,0.0,230802.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,20,BANCA DELLE MARCHE SPA / ALLFUNDS | ITALY | AM company / Fund of Funds,BANCA DELLE MARCHE SPA / ALLFUNDS,ITALY,AM company / Fund of Funds,22.43,0.0,5.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,fund already shows product-market fit in this country
EdR Goldsphere,cross_sell,21,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,22.17,0.0,131865104.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Goldsphere,cross_sell,22,SOGECAP | FRANCE | Insurance Company / Unit Link,SOGECAP,FRANCE,Insurance Company / Unit Link,22.17,0.0,37740560.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Goldsphere,cross_sell,23,ABEILLE VIE (UC) / MFEX | FRANCE | Insurance Company / Unit Link,ABEILLE VIE (UC) / MFEX,FRANCE,Insurance Company / Unit Link,22.0,0.0,41373233.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
